PMDB,PT,PSDB,PP,PR,PSD,PSB,DEM,PRB,PDT,PTB,SD,PTN,PCdoB,PSC,PPS,PHS,PV,PSOL,PROS,REDE,PTdoB,PEN,PSL,PMB,PRP,ano,municipio_codigo,cargo_codigo,partido_codigo,coligacao,populacao,latitude,longitude,estado,municipio,cargo,tipo,partido,coligacao_nome,coligacao_partidos,candidaturas_mun
1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,558,11,,1,57744.953,-10.44,-62.130001,RO,VALE DO PARAÍSO,PREFEITO,COLIGACAO,PSDB,VALE DO PARAISO PODE MAIS,PSDB / PDT / PTB / PMDB / PEN / PSB / PSD / PR,2
0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,566,11,,1,97337.781,-11.14,-62.360001,RO,URUPÁ,PREFEITO,COLIGACAO,PP,UNIDOS SOMOS FORTES,PP / PV / PSDB / PR / PSD / PRP,2
1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,566,11,,1,97337.781,-11.14,-62.360001,RO,URUPÁ,PREFEITO,COLIGACAO,PMDB,JUNTOS SOMOS FORTES 1,PMDB / DEM / PSB / PTN / PT,2
1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,574,11,,1,86071.672,-11.03,-62.669998,RO,MIRANTE DA SERRA,PREFEITO,COLIGACAO,PRB,A FORÇA DA UNIÃO,PRB / PP / PMDB / PSB / PSDB / PEN,3
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,574,11,,1,86071.672,-11.03,-62.669998,RO,MIRANTE DA SERRA,PREFEITO,COLIGACAO,PDT,UNIDOS PARA TODOS,PDT / PT / PRP / PTB / SD,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,574,11,,1,86071.672,-11.03,-62.669998,RO,MIRANTE DA SERRA,PREFEITO,COLIGACAO,PSDC,CORAGEM E TRABALHO POR MIRANTE,PSDC / PMN,3
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,582,11,,1,55871.625,-11.79,-63.029999,RO,SERINGUEIRAS,PREFEITO,COLIGACAO,PT,COM A FORÇA DO POVO,PT / PMDB / DEM / PTN,3
0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,582,11,,1,55871.625,-11.79,-63.029999,RO,SERINGUEIRAS,PREFEITO,COLIGACAO,PP,PEQUENOS GESTOS E GRANDES MUNDANÇAS,PP / PSD / PTB / PSDC / PSDB / PSB,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,582,11,,1,55871.625,-11.79,-63.029999,RO,SERINGUEIRAS,PREFEITO,COLIGACAO,PDT,RUMO AO PROGRESSO,PDT / PV,3
1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,590,11,,1,55294.438,-10.23,-62.349998,RO,THEOBROMA,PREFEITO,COLIGACAO,PMDB,O TRABALHO CONTINUA,PMDB / DEM / PDT / PSC / PRP,2
0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,590,11,,1,55294.438,-10.23,-62.349998,RO,THEOBROMA,PREFEITO,COLIGACAO,PRB,TRABALHANDO COM RESPEITO SE FAZ MAIS,PRB / PP / PT / PTB / PTN / PR / PSDC / PSB / PV / PSDB,2
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,604,11,,1,67129.461,-11.07,-61.509998,RO,MINISTRO ANDREAZZA,PREFEITO,COLIGACAO,PMDB,UNIDOS POR ANDREAZZA,PMDB / PDT / PTN / PSD,2
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,604,11,,1,67129.461,-11.07,-61.509998,RO,MINISTRO ANDREAZZA,PREFEITO,COLIGACAO,PSDC,TODOS POR ANDREAZZA,PSDC / PSB / PP / PRB / PT,2
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,612,11,,1,64378.293,-10.52,-62.639999,RO,GOVERNADOR JORGE TEIXEIRA,PREFEITO,COLIGACAO,PMDB,FAZER MAIS E MELHOR I,PMDB / PT / PPS / PSB / PTB,3
0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,612,11,,1,64378.293,-10.52,-62.639999,RO,GOVERNADOR JORGE TEIXEIRA,PREFEITO,COLIGACAO,PRB,JUNTOS SOMOS FORTES,PRB / PDT / PR / DEM / PV / PSDB / PSD / SD,3
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,612,11,,1,64378.293,-10.52,-62.639999,RO,GOVERNADOR JORGE TEIXEIRA,PREFEITO,COLIGACAO,PP,MUDANÇA JÁ,PP / PSDC,3
1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,620,11,,1,33055.121,-10.34,-62.889999,RO,CACAULÂNDIA,PREFEITO,COLIGACAO,PRB,UM NOVO CAMINHO UMA NOVA ESPERANÇA,PRB / PP / PMDB / PTN / DEM / PV / PSDB / PSD / SD,2
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,620,11,,1,33055.121,-10.34,-62.889999,RO,CACAULÂNDIA,PREFEITO,COLIGACAO,PDT,O DESAFIO NOS FORTALECE,PDT / PT / PMN / PSB,2
1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,639,11,,1,66368.227,-9.71,-63.32,RO,ALTO PARAÍSO,PREFEITO,COLIGACAO,PP,JUNTOS POR UM ALTO PARAÍSO MELHOR,PP / PRB / DEM / PSDB / PTN / PSD / PSL / PMDB / SD,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,639,11,40,0,66368.227,-9.71,-63.32,RO,ALTO PARAÍSO,PREFEITO,PARTIDO ISOLADO,PSB,#NULO#,PSB,3
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,639,11,,1,66368.227,-9.71,-63.32,RO,ALTO PARAÍSO,PREFEITO,COLIGACAO,PDT,A FORÇA DO POVO,PDT / PT / PTB,3
1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2016,647,11,,1,27039.174,-9.6999998,-62.900002,RO,RIO CRESPO,PREFEITO,COLIGACAO,PP,FORTE É O POVO,PP / PDT / PTB / PMDB / PTN / PSDC / PHS / PMN / PSB / SD,2
0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2016,647,11,,1,27039.174,-9.6999998,-62.900002,RO,RIO CRESPO,PREFEITO,COLIGACAO,PR,HONESTIDADE E TRABALHO,PR / DEM / PRB / PSC / PPS / PSDB / PT,2
1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016,655,11,,1,67283.516,-12.96,-60.880001,RO,CORUMBIARA,PREFEITO,COLIGACAO,DEM,A VITORIA PARA TODOS,DEM / PP / PTB / PMDB / PSC / PV / PSDB,3
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,655,11,,1,67283.516,-12.96,-60.880001,RO,CORUMBIARA,PREFEITO,COLIGACAO,PT,ADMINISTRAÇÃO PARTICIPATIVA,PT / PDT / PMN,3
0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,655,11,,1,67283.516,-12.96,-60.880001,RO,CORUMBIARA,PREFEITO,COLIGACAO,PSB,RECONSTRUINDO CORUMBIARA,PSB / PRB / PR / PTN / SD,3
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,663,11,,1,59905.699,-10.29,-63.32,RO,MONTE NEGRO,PREFEITO,COLIGACAO,PDT,MONTE NEGRO PARA TODOS,PDT / DEM / SD,3
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2016,663,11,,1,59905.699,-10.29,-63.32,RO,MONTE NEGRO,PREFEITO,COLIGACAO,PMDB,UNIDOS PARA RECONSTRUIR MONTE NEGRO,PMDB / PSDC / PHS / PSDB / PMN,3
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,663,11,,1,59905.699,-10.29,-63.32,RO,MONTE NEGRO,PREFEITO,COLIGACAO,PP,UNIDOS POR MONTE NEGRO,PP / PT / PSD / PV / PSC,3
1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,671,11,,1,37906.891,-10.59,-63.610001,RO,CAMPO NOVO DE RONDÔNIA,PREFEITO,COLIGACAO,PDT,POR UM CAMPO NOVO MELHOR,PDT / PMDB / PSC / PTN / DEM / PSDC,3
0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,671,11,,1,37906.891,-10.59,-63.610001,RO,CAMPO NOVO DE RONDÔNIA,PREFEITO,COLIGACAO,PRB,O PROGRESSO CONTINUA,PRB / PP / PT / PTB / PR / PV / SD,3
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,671,11,,1,37906.891,-10.59,-63.610001,RO,CAMPO NOVO DE RONDÔNIA,PREFEITO,COLIGACAO,PSDB,JUNTOS FAREMOS MAIS,PSDB / PSD / PPS / PSB,3
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,680,11,,1,23626.486,-9.3599997,-62.580002,RO,CUJUBIM,PREFEITO,COLIGACAO,PSDB,JUNTOS SOMOS MAIS FORTES,PSDB / PMN,4
1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,680,11,,1,23626.486,-9.3599997,-62.580002,RO,CUJUBIM,PREFEITO,COLIGACAO,PMDB,O TRABALHO CONTINUA,PMDB / SD / PP / PT / PR / PPS / PROS,4
0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,680,11,,1,23626.486,-9.3599997,-62.580002,RO,CUJUBIM,PREFEITO,COLIGACAO,PSD,ELA E O POVO POR UM CUJUBIM NOVO,PSD / PSB / PTN / PTB / PRB / PSDC / PRP,4
0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2016,680,11,,1,23626.486,-9.3599997,-62.580002,RO,CUJUBIM,PREFEITO,COLIGACAO,PDT,COMPROMISSO COM O POVO,PDT / PC do B / DEM / PSC / PV / PEN,4
1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,698,11,,1,35592.633,-9.8599997,-62.18,RO,VALE DO ANARI,PREFEITO,COLIGACAO,PDT,ANARI NÃO PODE PARAR,PDT / PMDB / PTB / DEM / PSB / PRP,2
0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,698,11,,1,35592.633,-9.8599997,-62.18,RO,VALE DO ANARI,PREFEITO,COLIGACAO,PSDC,UNIAO TRABALHO E DESENVOLVIMENTO,PSDC / PP / PT / PSD / PR / PSDB / PMN / PRB / PSC,2
1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,701,11,,1,27202.057,-12.19,-61.599998,RO,PARECIS,PREFEITO,COLIGACAO,PMDB,PARECIS NAO PODE PARAR,PMDB / PSDB / PDT / PTB / PSD,2
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,701,11,,1,27202.057,-12.19,-61.599998,RO,PARECIS,PREFEITO,COLIGACAO,PSB,JUNTOS POR UM PARECIS MELHOR,PSB / PP / PT / PR,2
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,710,11,,1,,,,RO,SÃO FELIPE DO OESTE,PREFEITO,COLIGACAO,PT,JUNTOS PODEMOS MAIS,PT / PSDB / SD,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,710,11,,1,,,,RO,SÃO FELIPE DO OESTE,PREFEITO,COLIGACAO,PMDB,TODOS POR SAO FELIPE,PMDB / PDT,3
0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,710,11,,1,,,,RO,SÃO FELIPE DO OESTE,PREFEITO,COLIGACAO,PSB,"POR SÃO FELIPE MELHOR, CONFIAR É PRECISO",PSB / DEM / PTN / PP / PR / PTB,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,728,11,,1,26814.689,-11.81,-61.32,RO,PRIMAVERA DE RONDÔNIA,PREFEITO,COLIGACAO,DEM,"É TEMPO DE RENOVAR, UNIR É PRECISO",DEM / PV,3
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,728,11,,1,26814.689,-11.81,-61.32,RO,PRIMAVERA DE RONDÔNIA,PREFEITO,COLIGACAO,PSDB,CONTINUIDADE COM TRANSPARENCIA E HONESTIDADE,PSDB / PSB / PR / PDT,3
1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,728,11,,1,26814.689,-11.81,-61.32,RO,PRIMAVERA DE RONDÔNIA,PREFEITO,COLIGACAO,PRB,A VONTADE DO POVO,PRB / PP / PT / PTB / PMDB / SD,3
0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,736,11,,1,,,,RO,ALTO ALEGRE DOS PARECIS,PREFEITO,COLIGACAO,PSDB,UM NOVO ALTO ALEGRE COMEÇA AQUI,PSDB / PSD / PP / PSB / PV / PTB / PDT,2
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,736,11,,1,,,,RO,ALTO ALEGRE DOS PARECIS,PREFEITO,COLIGACAO,PMDB,ALIANÇA POR ALTO ALEGRE,PMDB / PT / PSDC / PR / PMN,2
1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,744,11,,1,42087.621,-10.9,-62.560001,RO,NOVA UNIÃO,PREFEITO,COLIGACAO,PP,O PROGRESSO CONTINUA,PP / PDT / PMDB / PR / DEM / PMN / PSB / PV / PTB,3
0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,744,11,,1,42087.621,-10.9,-62.560001,RO,NOVA UNIÃO,PREFEITO,COLIGACAO,PSDB,NÓS SOMOS DE NOVA UNIÃO,PSDB / PTN / PSD / PPS,3
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,744,11,,1,42087.621,-10.9,-62.560001,RO,NOVA UNIÃO,PREFEITO,COLIGACAO,PT,JUNTOS SOMOS FORTES,PT / PC do B,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,752,11,,1,34555.801,-10.91,-62.240002,RO,TEIXEIRÓPOLIS,PREFEITO,COLIGACAO,PRP,TEIXEIROPOLIS NO RUMO CERTO,PRP / PMDB / PP,2
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,752,11,,1,34555.801,-10.91,-62.240002,RO,TEIXEIRÓPOLIS,PREFEITO,COLIGACAO,PSD,UNIDOS SEREMOS MAIS FORTES I,PSD / PT,2
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,779,11,,1,60026.855,-10.21,-63.82,RO,BURITIS,PREFEITO,COLIGACAO,SD,BURITIS CADA VEZ MAIS FORTE,SD / PRB / PSDC / PSDB,4
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,779,11,,1,60026.855,-10.21,-63.82,RO,BURITIS,PREFEITO,COLIGACAO,DEM,A SALVAÇÃO DE BURITIS,DEM / PV / PRP,4
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,779,11,,1,60026.855,-10.21,-63.82,RO,BURITIS,PREFEITO,COLIGACAO,PDT,COMPROMISSO COM O POVO,PDT / PSB,4
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,779,11,,1,60026.855,-10.21,-63.82,RO,BURITIS,PREFEITO,COLIGACAO,PT,EXPERIENCIA E AÇÃO,PT / PP / PMDB / PTN,4
1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,787,11,,1,14480.944,-13.48,-61.040001,RO,PIMENTEIRAS DO OESTE,PREFEITO,COLIGACAO,PMDB,O TRABALHO E A HONESTIDADE CONTINUA,PMDB / PT / PSDB / PSD / PSDC,3
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,787,11,,1,14480.944,-13.48,-61.040001,RO,PIMENTEIRAS DO OESTE,PREFEITO,COLIGACAO,PDT,O DESENVOLVIMENTO ESTÁ DE VOLTA,PDT / PMN / PP / PV,3
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,787,11,,1,14480.944,-13.48,-61.040001,RO,PIMENTEIRAS DO OESTE,PREFEITO,COLIGACAO,PTB,JUNTOS SOMOS FORTE,PTB / PSB,3
1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,795,11,,1,42646.766,-12.05,-63.560001,RO,SÃO FRANCISCO DO GUAPORÉ,PREFEITO,COLIGACAO,PMDB,SÃO FRANCISCO EM BOAS MÃOS,PMDB / PRB / PP / PDT / PTB / PTN / PR / PPS / DEM / PSB / PSD / PSDB / PV,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,795,11,13,0,42646.766,-12.05,-63.560001,RO,SÃO FRANCISCO DO GUAPORÉ,PREFEITO,PARTIDO ISOLADO,PT,#NULO#,PT,2
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,809,11,22,0,26177.639,-12.55,-60.900002,RO,CHUPINGUAIA,PREFEITO,PARTIDO ISOLADO,PR,#NULO#,PR,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2016,809,11,,1,26177.639,-12.55,-60.900002,RO,CHUPINGUAIA,PREFEITO,COLIGACAO,PSC,JUNTOS POR UM CHUPINGUAIA MELHOR,PSC / PHS / PT,4
0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2016,809,11,,1,26177.639,-12.55,-60.900002,RO,CHUPINGUAIA,PREFEITO,COLIGACAO,PV,UNIDOS PELO PROGRESSO,PV / PSB / PT do B / PC do B / PSDB / PSDC / DEM / SD / PDT,4
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,809,11,,1,26177.639,-12.55,-60.900002,RO,CHUPINGUAIA,PREFEITO,COLIGACAO,PP,RUMO NOVO COM A FORÇA DO POVO,PP / PMDB / PSD,4
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2016,1007,11,,1,28516.568,-9.8299999,-67.949997,AC,BUJARI,PREFEITO,COLIGACAO,PT,FRENTE POPULAR DO BUJARI I,PT / PDT / PRP / PSC / PMB / PSOL,5
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,1007,11,,1,28516.568,-9.8299999,-67.949997,AC,BUJARI,PREFEITO,COLIGACAO,PP,ALIANÇA DEMOCRÁTICA PROGRESSISTA DE BUJARI - ADP,PP / PPS / PSDC / PSDB / PSD,5
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2016,1007,11,,1,28516.568,-9.8299999,-67.949997,AC,BUJARI,PREFEITO,COLIGACAO,PCdoB,UNIDOS POR BUJARI,PC do B / PRB / PR / PHS / PEN / PTC,5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1007,11,,1,28516.568,-9.8299999,-67.949997,AC,BUJARI,PREFEITO,COLIGACAO,PMDB,MOVIMENTO DEMOCRÁTICO BUJARIENSE I - MDB I,PMDB / DEM,5
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1007,11,,1,28516.568,-9.8299999,-67.949997,AC,BUJARI,PREFEITO,COLIGACAO,PSB,FRENTE ALTERNATIVA DO BUJARÍ,PSB / PROS,5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1015,11,,1,18886.455,-10.57,-67.669998,AC,CAPIXABA,PREFEITO,COLIGACAO,DEM,CAPIXABA PODE MAIS,DEM / PSDC,5
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,1015,11,,1,18886.455,-10.57,-67.669998,AC,CAPIXABA,PREFEITO,COLIGACAO,PT,FRENTE POPULAR DE CAPIXABA,PT / PC do B / PDT / PRP,5
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1015,11,,1,18886.455,-10.57,-67.669998,AC,CAPIXABA,PREFEITO,COLIGACAO,PMDB,UNIDOS POR CAPIXABA,PMDB / PTB / PP,5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1015,11,,1,18886.455,-10.57,-67.669998,AC,CAPIXABA,PREFEITO,COLIGACAO,PR,ALIANCA COM O POVO,PR / PSDB,5
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1015,11,,1,18886.455,-10.57,-67.669998,AC,CAPIXABA,PREFEITO,COLIGACAO,PSB,"SIM, NÓS PODEMOS!",PSB / PHS,5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1023,11,15,0,51717.895,-9.5799999,-67.529999,AC,PORTO ACRE,PREFEITO,PARTIDO ISOLADO,PMDB,#NULO#,PMDB,4
0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2016,1023,11,,1,51717.895,-9.5799999,-67.529999,AC,PORTO ACRE,PREFEITO,COLIGACAO,PRB,AMIGOS JUNTOS PARA VENCER,PRB / PTB / PSC / PPS / DEM / PSDC / PHS / PMN / PTC / PSDB / PEN / PSD / SD / PP,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1023,11,,1,51717.895,-9.5799999,-67.529999,AC,PORTO ACRE,PREFEITO,COLIGACAO,PT,FRENTE LIBERDADE DE PORTO ACRE,PT / PR,4
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2016,1023,11,,1,51717.895,-9.5799999,-67.529999,AC,PORTO ACRE,PREFEITO,COLIGACAO,PROS,UNIÃO E RECONSTRUÇÃO,PROS / PV / PC do B / PSB / PDT,4
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,1031,11,,1,10990.22,-9.4300003,-70.489998,AC,SANTA ROSA DO PURUS,PREFEITO,COLIGACAO,PT,UNIDOS PARA FORTALECER SANTA ROSA,PT / PROS / PDT / PSB / PT do B,5
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2016,1031,11,,1,10990.22,-9.4300003,-70.489998,AC,SANTA ROSA DO PURUS,PREFEITO,COLIGACAO,PTN,FRENTE REPUBLICANA DE SANTA ROSA,PTN / PC do B / PPS / PRB / PRP,5
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1031,11,,1,10990.22,-9.4300003,-70.489998,AC,SANTA ROSA DO PURUS,PREFEITO,COLIGACAO,PP,UNIDOS PELO DESENVOLVIMENTO,PP / PMDB / DEM,5
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1031,11,,1,10990.22,-9.4300003,-70.489998,AC,SANTA ROSA DO PURUS,PREFEITO,COLIGACAO,PSD,UMA SANTA ROSA PARA TODOS,PSD / PSDB,5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016,1031,11,,1,10990.22,-9.4300003,-70.489998,AC,SANTA ROSA DO PURUS,PREFEITO,COLIGACAO,PR,FRENTE DEMOCRATICA ' A RECONSTRUÇÃO CONTINUA',PR / PV / PSC / PTC,5
0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,1040,11,,1,50555.102,-8.9399996,-72.790001,AC,MARECHAL THAUMATURGO,PREFEITO,COLIGACAO,PDT,FRENTE POPULAR DE MARECHAL THAUMATURGO I,PDT / PT / PTN / PSDC / PSB / PC do B / PSL,2
1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2016,1040,11,,1,50555.102,-8.9399996,-72.790001,AC,MARECHAL THAUMATURGO,PREFEITO,COLIGACAO,PMDB,TRABALHO E HONESTIDADE I,PMDB / PSC / PR / PSDB / PP / PPS / PSD / PV,2
0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,1058,11,,1,93373.391,-11.01,-68.739998,AC,BRASILÉIA,PREFEITO,COLIGACAO,PT,FRENTE POPULAR DO MUNICIPIO DE BRAISLÉIA,PT / PC do B / PSDC / PDT / PSB / PROS,2
1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2016,1058,11,,1,93373.391,-11.01,-68.739998,AC,BRASILÉIA,PREFEITO,COLIGACAO,PRB,ALIANÇA DEMOCRÁTICA POR BRASILÉIA,PRB / PP / PTB / PMDB / REDE / PSC / PR / DEM / PTC / PRP / PSD / PSDB / SD / PEN,2
1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1066,11,,1,35809.977,-8.2600002,-72.739998,AC,PORTO WALTER,PREFEITO,COLIGACAO,PMDB,O TRABALHO NÃO PODE PARAR,PMDB / PP / PDT / PR / PSDC / PSD / PSDB,2
