ano	estado	municipio	partido	prefeito
2008	GO	CORUMBA?BA	PR	ROM?RIO VIEIRA DA ROCHA
2012	PR	S?O CARLOS DO IVA?	PSD	PAULO FRANCISCO DE MARINHO DUTRA
2000	TO	PALMEIRANTE	PFL	IRACILDA PEREIRA BATISTA
2000	BA	MACAUBAS	PFL	SEBASTI?O NUNES
1996	PB	TENORIO	PMDB	JANUARIO CORDEIRO DE AZEVEDO
2000	AL	JOAQUIM GOMES	PSDB	Sylvio Gazzaneo Gomes Ràgo
1996	SP	BARAO DE ANTONINA	PSDB	JUVENAL DOMINGUES DE CAMPOS
2000	BA	VITORIA DA CONQUISTA	PT	GUILHERME MENEZES DE ANDRADE
1996	RS	PINHEIRO MACHADO	PSDB	CARLOS ERNESTO BETIOLLO
1996	PR	MIRADOR	PMDB	JAIR DIVINO DERIO
2004	MG	SAO SEBASTIAO DA BELA VISTA	PSDB	JOSê BARBOSA NADALINI
2012	MG	S?O SEBASTI?O DO RIO VERDE	PP	JOSE RICARDO DINIZ
2008	MA	HUMBERTO DE CAMPOS	PDT	JOSê DE RIBAMAR RIBEIRO FONSECA
1996	PB	GUARABIRA	PMDB	MARIA HAILEA ARAUJO TOSCANO
1996	GO	SANCLERLANDIA	PMDB	JOAO MARTINS DE OLIVEIRA PRIMO
2000	MG	FELICIO DOS SANTOS	PL	JOAQUIM LUIZ DE OLIVEIRA
2008	MG	MONJOLOS	PSDB	GERALDO EUST?QUIO MAIA DA SILVA
2000	RJ	QUISSAMA	PSDB	OCT?VIO CARNEIRO DA SILVA
2004	SC	SOMBRIO	PP	JOSê MILTON SCHEFFER
2012	SC	SIDER?POLIS	PMDB	HêLIO ROBERTO CESA
2000	SP	MARTINOPOLIS	PSDB	ANTONIO LEAL CORDEIRO
2000	MA	PEDRO DO ROSARIO	PSDB	MARIA DO ROSARIO SERRAO MARTINS
2004	PI	CABECEIRAS DO PIAUI	PFL	JOSê ARIMATEA VELOSO MACHADO
2012	PI	CONCEIÄ?O DO CANINDê	PTB	ADRIANO VELOSO DOS PASSOS
2008	BA	S?O DESIDêRIO	PMDB	JO?O BARBOSA DE SOUZA SOBRINHO
2004	PI	SAO LOURENCO DO PIAUI	PPS	MANOEL ILDEMAR DAMASCENO CRUZ
2012	PI	V?RZEA GRANDE	PSB	JOSê RODRIGUES RIBEIRO FILHO
1996	BA	ANTONIO GONCALVES	PTB	LUIZ GONZAGA AMORIM CARDOSO
1996	MG	JAPONVAR	PTB	ERALDINO SOARES DE OLIVEIRA
2004	GO	ORIZONA	PP	ITAMAR DIAS TEIXEIRA
2012	GO	MORRINHOS	PTB	ROGERIO CARLOS TRONCOSO CHAVES
1996	AL	ESTRELA DE ALAGOAS	PST	ANTONIO GARROTE DA SILVA
2008	SC	CAMPOS NOVOS	PMDB	VILIBALDO ERICH SCHMID
2004	BA	LAJEDINHO	PFL	HUMBERTO SENA DE MORAIS
2012	BA	JABORANDI	PSDB	ASSUERO ALVES DE OLIVEIRA
2004	PA	CHAVES	PMDB	BENJAMIM RIBEIRO DE ALMEIDA NETO
2012	PA	CHAVES	PMDB	SOLANGE CASCAES DE BRITO LOBATO
2000	MG	SAO FRANCISCO DE PAULA	PL	ALTAIR JUNIOR DA SILVA
2004	MG	LAGOA DA PRATA	PPS	ANTONIO DIVINO DE MIRANDA
2004	SP	POA	PTB	CARLOS ROBERTO MARQUES DA SILVA
2012	MG	LAMIM	PDT	FRANCISCO NOGUEIRA REIS
2012	SP	PIRAJU	PMDB	JAIR CESAR DAMATO
1996	MT	NOVA OLIMPIA	PFL	JOSE ELPIDIO DE MORAES CAVALCANTE
1996	MT	VARZEA GRANDE	PFL	JAYME VERISSIMO DE CAMPOS
2000	PI	CURRAIS	PSDB	JULSON NêLIO DE LIMA ARANTES COSTA
2004	BA	CAMPO FORMOSO	PFL	IRACY ANDRADE DE ARA?JO
2012	BA	CARAVELAS	PDT	JADSON SILVA RUAS
2000	PI	TERESINA	PSDB	FIRMINO DA SILVEIRA SOARES FILHO
1996	RN	SANTANA DO SERIDO	PFL	HUDSON PEREIRA DE BRITO
2000	RN	ITAJA	PFL	GILBERTO ELIOMAR LOPES
2004	SP	IBIUNA	PTB	FABIO BELLO DE OLIVEIRA
2008	RS	ARROIO DO MEIO	PMDB	SIDNEI ECKERT
2012	SP	IARAS	PP	FRANCISCO PINTO DE SOUZA
2000	SC	WITMARSUM	PP	Paul Zerna
2004	SP	LINS	PSDB	APARECIDA DE F?TIMA DOMINGUES OTT?NIO PIRES
2012	SP	LOURDES	PSDB	ODECIO RODRIGUES DA SILVA
2000	RO	VILHENA	PTB	MELKISEDEK DONADON
1996	SP	SANTA CRUZ DAS PALMEIRAS	PSDB	AGOSTINHO DEPERON
1996	PE	CARPINA	PSB	JOAQUIM PINTO LAPA FILHO
2000	ES	SOORETAMA	PSDB	ANTONIO MAXIMIANO DOS SANTOS
2004	RN	ANGICOS	PSB	RONALDO DE OLIVEIRA TEIXEIRA
2008	AL	MINADOR DO NEGR?O	PSDB	MARIA DO SOCORRO CARDOSO FERRO
2008	SP	ZACARIAS	PT	LOURENÄO ZACARIAS
2012	RN	?GUA NOVA	PMDB	IOMARIA RAFAELA LIMA DE SOUZA CARVALHO
2004	PA	BANNACH	PSDB	GERALDO FERNANDES DE OLIVEIRA
2012	PA	BRAGANÄA	PT	JOAO NELSON PEREIRA MAGALH?ES
1996	RJ	IGUABA GRANDE	PSDB	HUGO CANELLAS RODRIGUES FILHO
2008	PI	COCAL DOS ALVES	PSB	ANTONIO LIMA DE BRITO
2008	TO	CASEARA	PMDB	VALTER FERREIRA SANTANA
1996	ES	SANTA LEOPOLDINA	PDT	HELIO DO NASCIMENTO ROCHA
2004	MG	BAEPENDI	PL	CLAUDIO AUGUSTO DE CARVALHO ROLLO
2012	MG	BANDEIRA	PRB	ANTONIO RODRIGUES DOS SANTOS
2008	CE	BARRO	DEM	JOSê MARQUINêLIO TAVARES
2008	CE	IRAUÄUBA	PHS	RAIMUNDO NONATO SOUZA SILVA
2004	AC	CRUZEIRO DO SUL	PTB	MARIA ZILA FROTA BEZERRA DE OLIVEIRA
2004	RJ	PARACAMBI	PT	ANDRE LUIZ CECILIANO
2012	AC	MARECHAL THAUMATURGO	PT	ALDEMIR DA SILVA LOPES
2012	RJ	PARATY	PT	CARLOS JOSê GAMA MIRANDA
2008	CE	SALITRE	PT	AGENOR MANOEL RIBEIRO
1996	MG	CONSELHEIRO LAFAIETE	PPB	VICENTE DE FARIA PAIVA
1996	BA	MASCOTE	PSDB	CARLOS ALBERTO LIMA DE CARVALHO
2000	PE	CAMARAGIBE	PT	PAULO ROBERTO DE SANTANA
1996	MG	BOM JESUS DO AMPARO	PFL	JOSE INOCENCIO BARBOSA DRUMOND
1996	SC	BANDEIRANTE	PDT	EDMUNDO AFONSO BRACHT
2000	MG	SAO JOAO DEL REI	PP	NIVALDO JOSê DE ANDRADE
2000	RS	CARAA	PP	SILVIO MIGUEL FOFONKA
2000	SC	MAJOR VIEIRA	PMDB	Orildo Antonio Severgnini
2004	MG	ICARAI DE MINAS	PDT	ARNALDO RIBEIRO DA FONSECA
2008	SC	ABDON BATISTA	PMDB	LUIZ ANTONIO ZANCHETT
2012	MG	INGA?	PTB	GIULLIANO RIBEIRO PINTO
1996	SC	SANTA ROSA DO SUL	PMDB	JOSE AQUINO ISOPPO
2000	PR	NOVA FATIMA	PSDB	JOSE DELANHOL
2000	SP	SANDOVALINA	PMDB	DIVALDO PEREIRA DE OLIVEIRA
2008	MG	BOM JESUS DO GALHO	DEM	JADIR JOSê DA SILVA
2008	MG	GUARDA-MOR	PMDB	GILMAR FERREIRA DOS SANTOS
2008	PB	PILAR	PP	VIRGINIA MARIA PEIXOTO VELLOSO BORGES
2008	RN	PARAZINHO	DEM	GENIVAL DE MELO MARTINS
2000	PR	RANCHO ALEGRE	PFL	ANTONIO PINESSO
2000	RN	SANTA CRUZ	PMDB	LUIZ ANT?NIO LOURENÄO DE FARIAS
2004	MT	BARRA DO BUGRES	PT	ANICETO DE CAMPOS MIRANDA
2012	MT	ALTA FLORESTA	PMDB	ASIEL BEZERRA DE ARAUJO
2004	GO	CAMPOS BELOS	PSDB	AUROLINO JOSE DOS SANTOS NINHA
2012	GO	BON?POLIS	PSDB	CRISTINA BEATRIZ RODRIGUES DE OLIVEIRA MOURA
2000	PR	CATANDUVAS	PMDB	OLIMPIO DE MOURA
2008	PI	SANTO IN?CIO DO PIAU?	PSB	IN?CIO BATISTA DE CARVALHO
2004	BA	SOBRADINHO	PL	ANTONIO GILBERTO DE SOUZA
2012	BA	SERROL?NDIA	PC do B	GILDO MOTA BISPO
1996	MT	NOVA MUTUM	PMDB	BOLESLAU DZIACHAN
2000	BA	JEQUIE	PFL	ROBERTO PEREIRA BRITTO
2008	SP	MONGAGU?	DEM	PAULO WIAZOWSKI FILHO
2000	MG	CORDISBURGO	PSDB	GERALDO AGNALDO DA SILVA
1996	MT	DENISE	PMDB	MARIO LEMOS DE ALMEIDA
1996	SP	JUNQUEIROPOLIS	PFL	HELIO APARECIDO MENDES FURINI
2000	AL	CAMPESTRE	PMDB	GERVASIO DE OLIVEIRA LINS
2000	SP	RUBINEIA	PP	ODAIR VISINTIN ROSSAFA GARCIA
2004	RN	MAJOR SALES	PSB	MARIA ELCE MAFALDO DE PAIVA FERNANDES
2012	RN	FLOR?NIA	PSD	JANUNCIO DE ARAUJO JUNIOR
2004	BA	TREMEDAL	PP	CATULINO FERRAZ DE OLIVEIRA
2012	BA	TAPIRAMUT?	PP	LUCIANO NERY MARQUES
1996	RN	SANTA MARIA	PPB	PEDRO LOPES DE MOURA
2000	MG	DIVISA NOVA	PTB	Antìnio Cesar Siqueira
2000	PB	PICUI	PMDB	JO?O BATISTA BALDUINO
2000	SP	AMERICO DE CAMPOS	PSDB	ERNESTO PEDRO DE OLIVEIRA ROSA
2004	BA	ITAPICURU	PL	JO?O ALFREDO MONTEIRO PINTO DANTAS
2012	BA	ITATIM	PSD	GILMAR PEREIRA NOGUEIRA
1996	PR	LUISIANIA	PDT	WILSON ANTONIO TURECK
2004	SP	SANTA CRUZ DA CONCEICAO	PSDB	JAIR CAPODIFOGLIO
2012	SP	SANTA ALBERTINA	PMDB	VANDERCI NOVELLI
1996	PE	IATI	PFL	LUIZ TENORIO FALCAO
2008	BA	CAEM	PMDB	GILBERTO FERREIRA MATOS
2008	MG	SANTO ANT?NIO DO AVENTUREIRO	PMDB	PAULO ROBERTO PIRES
2004	SP	BATATAIS	PTB	JOSê LUIS ROMAGNOLI
2012	SP	BARRA DO TURVO	PT	HENRIQUE DA MOTA BARBOSA
2008	MG	ALFREDO VASCONCELOS	PP	OLACIR ELY DA SILVA
2008	RN	RIACHUELO	PSB	PAULO BERNARDO DE ANDRADE JUNIOR
2008	SP	BURITIZAL	PSDB	AGLIBERTO GONÄALVES
2000	RS	SAO MARCOS	PP	ADAIR NAZARENO CASAROTTO
2000	MG	ITAMBE DO MATO DENTRO	PTB	Geraldo Ferreira da Silva
2004	RS	TUPARENDI	PP	IVO TURRA
2012	RS	TR?S COROAS	PMDB	ROGERIO GRADE
2004	SP	ALVARO DE CARVALHO	PP	ADHEMAR KEMP MARCONDES DE MOURA
2012	SP	?LVARES MACHADO	PV	HOR?CIO CESAR FERNANDEZ
2008	MG	CRUZEIRO DA FORTALEZA	DEM	JOSE RICARDO DE MELO
2008	PA	GURUP?	PT	MANOEL MOACIR GONÄALVES ALHO
1996	SP	BIRIGUI	PSDB	JOSE ROBERTO DOS SANTOS
2004	MT	INDIAVAI	PPS	VALTEIR QUIRINO DOS SANTOS
2012	MT	GUIRATINGA	DEM	HELIO ANTONIO FILIPIN GOULART
1996	SP	ITARIRI	PFL	JESUITAS SILVA
2004	BA	RIACHO DE SANTANA	PMN	PAULO SêRGIO GONDIM CASTRO
2012	BA	SANTO AMARO	PT	RICARDO JASSON MAGALH?ES MACHADO DO CARMO
2004	MT	ROSARIO OESTE	PPS	ZENO JOSê DE ANDRADE GONÄALVES
2012	MT	NOVA XAVANTINA	PSD	GERCINO CAETANO ROSA
2008	PB	DAMI?O	PMDB	MARIA ELEONORA SOARES
2008	PE	MACHADOS	PTB	MANUEL PLACIDO DA SILVA FILHO
1996	SP	APARECIDA D OESTE	PPB	ANTONIO MAUCIR BOMBARDI
2004	SP	SOCORRO	PSDB	JOSê MARIO DE FARIA
2012	SP	SERT?OZINHO	PSDB	JOSê ALBERTO GIMENEZ
1996	CE	IRACEMA	PSD	FRANCISCO FILGUEIRA DE ANDRADE
2000	MG	BOM JESUS DO AMPARO	PFL	JosÇ Inocàncio Barbosa Drumond
1996	BA	ACAJUTIBA	PFL	JOSE LUIZ MENDES BRITO
2004	BA	ILHEUS	PMDB	VALDERICO LUIZ DOS REIS
2012	BA	GAVI?O	PSD	BENVINDA DE OLIVEIRA SILVA
2008	AL	MARAGOGI	PTB	MARCOS JOSE DIAS VIANA
2008	PR	CAMPO DO TENENTE	PMDB	CELSO WENSKI
2000	PA	SALINOPOLIS	PMDB	RAIMUNDO PAULO DOS SANTOS GOMES
1996	CE	PARAMOTI	PSDB	LUCIA DE FATIMA SOUSA BOYADJIAN
2000	RN	PARNAMIRIM	PMDB	AGNELO ALVES
1996	SC	SCHROEDER	PFL	GREGORIO ALOIS TIETZ
2000	SP	SANTO ANTONIO DA ALEGRIA	PPS	JO?O BAPTISTA MATEUS DE LIMA
2008	AL	IBATEGUARA	PP	EUD?CIA MARIA HOLANDA DE ARA?JO CALDAS
2008	MT	SANTA CRUZ DO XINGU	DEM	EURIPEDES NERI VIEIRA
2008	PA	INHANGAPI	PMDB	JOSE ALVES FEITOSA OLIVEIRA
2008	PB	AREIA DE BARA?NAS	PSDB	VANDERLITA GUEDES PEREIRA
2000	SP	BOCAINA	PSDB	MOACIR DONIZETE GIMENEZ
2000	MT	NOSSA SENHORA DO LIVRAMENTO	PSDB	CARLOS ROBERTO DA COSTA
1996	AL	BARRA DE SANTO ANTONIO	PMN	JAIME CORREIA DE ARAUJO
2004	BA	MORRO DO CHAPEU	PL	ALIOMAR DA ROCHA SOARES
2012	BA	MULUNGU DO MORRO	PSB	FREDSON COSME ANDRADE DE SOUZA
2008	TO	PEQUIZEIRO	PR	ARLETE JOSE PEREIRA DO NASCIMENTO
1996	SP	MARACAI	PSDB	ANTONIO SILVA CAVALHEIRO
2000	MA	JATOBA	PMDB	MIGUEL ALVES DA SILVA
2000	SP	GUARUJA	PTB	MAURICI MARIANO
2000	SE	PINHAO	PMDB	EDUARDO MARQUES DE OLIVEIRA
2000	TO	LAGOA DO TOCANTINS	PSDB	RAIMUNDO NONATO NESTOR
2004	BA	ANGUERA	PL	JOSê AUGUSTO ARAUJO FREITAS
2012	BA	ALAGOINHAS	PDT	PAULO CEZAR SIMOES SILVA
1996	PR	VILA ALTA	PDT	MARCOS DE PAULA FARIA
2008	BA	PARAMIRIM	PMDB	JULIO BERNARDO BRITO VIEIRA BITTENCOURT
2008	PR	BRAGANEY	PMDB	JOSENEY VICENTE
2008	RN	TAIPU	PSB	SEBASTI?O AMBROSIO DE MELO
2000	MG	CRISTIANO OTONI	PT	HENRIQUE BATISTA DO NASCIMENTO
2000	PR	CONGONHINHAS	PFL	JOSê OLEG?RIO RIBEIRO LOPES
2008	RS	SENTINELA DO SUL	PP	MARCUS VINICIUS VIEIRA DE ALMEIDA
2000	PA	SAO DOMINGOS DO ARAGUAIA	PMDB	FRANCISCO EDISON  COELHO FROTA
1996	PE	SAO JOSE DA COROA GRANDE	PSB	QUIRINO FABIO DE CARVALHO
2008	MG	BARBACENA	PMDB	DANUZA BIAS FORTES CARNEIRO
2008	MS	AQUIDAUANA	PMDB	FAUZI MUHAMAD ABDUL HAMID SULEIMAN
1996	BA	PIATA	PL	EDEMAR LUCIO RIBEIRO MARTINS
2000	PA	ALMERIM	PMDB	SEBASTI?O BA?A ?GUILA
1996	SP	COSMOPOLIS	PSDB	JOAQUIM JOSE PEDROZO
2000	BA	RETIROLANDIA	PFL	ADEVALDO MARTINS DOS SANTOS
2004	PA	ALTAMIRA	PSDB	ODILEIDA MARIA DE SOUSA SAMPAIO
2012	MT	SINOP	PMDB	JUAREZ ALVES DA COSTA
2004	MA	BREJO	PV	OMAR DE CALDAS FURTADO FILHO
2012	MA	CONCEIÄ?O DO LAGO-AÄU	PSD	MARLY DOS SANTOS SOUSA FERNANDES
2008	MG	ATALêIA	PRB	GERALDO DIAS AMADOR
2004	MT	PORTO DOS GAUCHOS	PTB	REVELINO BRAZ TREVISAN
2012	MT	NOVA OL?MPIA	PP	CRISTOV?O MASSON
1996	MA	ACAILANDIA	PMDB	DEUSDEDITH ALVES SAMPAIO
2004	MT	PONTES E LACERDA	PP	NEWTON DE FREITAS MIOTTO
2012	MT	NOVA CANA? DO NORTE	PMDB	VICENTE GEROTTO DE MEDEIROS
2008	RN	PARA?	PR	FRANCISCO DE ASSIS J?COME NUNES
2004	MG	CAMPO AZUL	PTB	JOSE CARLOS PEREIRA DE ALMEIDA
2012	MG	CAMBUQUIRA	PT	EVANDERSON XAVIER
2004	GO	BURITI DE GOIAS	PSDB	ALTAMIRO ANT?NIO DA SILVA
2012	GO	CACHOEIRA DOURADA	PSDB	JOSELIR SOARES DA COSTA
1996	RS	DERRUBADAS	PPB	EUGENIO REIMANN
2004	MG	IPUIUNA	PSDB	APARECIDO EXPEDITO PROC?PIO
2012	MG	ITACARAMBI	PDT	RAMON CAMPOS CARDOSO
2008	GO	POSSE	PMDB	PAULO ROBERTO MARQUES DE SOUZA
2000	RO	PARECIS	PMDB	HELENITO BARRETO PINTO JUNIOR
2004	BA	APORA	PFL	IVONEI RAIMUNDO DOS SANTOS
2012	BA	BARROCAS	PR	JOSE ALMIR ARAUJO QUEIROZ
2004	PR	TERRA RICA	PMDB	M?RIO LUIZ LANZIANI
2012	PR	S?O JOSê DA BOA VISTA	PSDB	PEDRO SERGIO KRONêIS
2000	PR	FAZENDA RIO GRANDE	PPS	ANTONIO WANDSCHEER
2008	PI	S?O LOURENÄO DO PIAU?	PTB	MANOEL ILDEMAR DAMASCENO CRUZ
1996	MG	SAO DOMINGOS DO PRATA	PMDB	GUIDO FONTGALLAND MARTINS MOTTA
2000	MG	PEDRA DOURADA	PTB	EUNICE ARA?JO MOREIRA SOARES
2000	ES	LINHARES	PMDB	GUERINO LUIZ ZANON
1996	RS	BOA VISTA DAS MISSOES	PDT	PAULO ROBERTO GALVAO IGNACIO
2000	SP	TABAPUA	PSDB	JAMIL SERON
1996	MG	ALTO CAPARAO	PMDB	DELFINO JOSE EMERICH
2008	PB	RIACHO DE SANTO ANT?NIO	PTB	JOSE ROBERTO DE LIMA
2008	PR	RIO AZUL	DEM	VICENTE SOLDA
2008	SP	PEDREIRA	PSB	HAMILTON BERNARDES JUNIOR
1996	MG	INDAIABIRA	PSDB	AUREOLANO MIRANDA
2000	TO	SAO BENTO DO TOCANTINS	PFL	RONALDO RODRIGUES PARENTE
2008	MA	SANTA IN?S	DEM	RAIMUNDO ROBERTH BRINGEL MARTINS
2008	MG	RIO DOCE	PT	EDUARDO PEREIRA REAL
1996	GO	PORANGATU	PSDB	JULIO SERGIO DE MELO
1996	MG	PEQUERI	PMDB	RAFANELI SALLES DE ALMEIDA
2008	PB	MARI	PSDB	ANTONIO GOMES DA SILVA
2004	SC	SUL BRASIL	PMDB	DELCI ANTONIO VALENTINI
2012	SC	S?O JOSê	PSD	ADELIANA DAL PONT
1996	CE	CAPISTRANO	PPB	JOSE MENDES SOUSA SOBRINHO
1996	MG	VIEIRAS	PSDB	ONOFRE SOARES
1996	TO	ARAGUAINA	PMDB	PAULO SIDNEI ANTUNES
1996	MG	SIMAO PEREIRA	PFL	ENIO LUCIO FERREIRA COSTA
2004	MG	IGARATINGA	PMDB	PAULO DA FONSECA
2012	MG	GUIDOVAL	PSDB	SORAIA VIEIRA DE QUEIROZ DE SOUZA
2008	RJ	CONCEIÄ?O DE MACABU	PT	LIDIA MERCEDES  OLIVEIRA SOARES
2008	SP	NUPORANGA	PTB	ARISTIDES SILVA GOES
1996	RJ	BELFORD ROXO	PPB	MARIA LUCIA NETTO DOS SANTOS
1996	CE	GROAIRAS	PSDB	JOAQUIM GUIMARAES NETO
1996	BA	NILO PECANHA	PL	ANTONIO GALDINO DE OLIVEIRA FILHO
2004	SP	SANTA ISABEL	PSDB	HêLIO BUSCARIOLI
2012	SP	SANTA ERNESTINA	PSDB	RICARDO FERNANDES DE ABREU
2000	MA	MATA ROMA	PFL	JOAO BERNARDO NETO
2000	PR	PALOTINA	PP	LUIZ ERNESTO DE GIACOMETTI
1996	MG	IBIRACATU	PFL	JOSE FAGUNDES NETO
1996	PB	ARARA	PMDB	JOSE ERNESTO DOS SANTOS SOBRINHO
1996	SP	SANTA RITA D OESTE	PFL	CASSIO GIANINI
1996	SC	CAMPO ERE	PFL	AUREO SCHNEIDER
2004	SP	ARAPEI	PMDB	ANGELO GERALDO DA CONCEIÄAO
2012	SP	AREALVA	PSB	PAULO PADANOSQUE PEREIRA
2004	MG	ANTONIO PRADO DE MINAS	PFL	LUIZ CARLOS DA ROCHA
2012	MG	ANGEL?NDIA	PMDB	THIAGO LEVY ARAUJO PIMENTA
2008	MG	TABULEIRO	PT	JORGE ELIAS SENHORINHA
2008	RS	PARA?	PMDB	LAURIANO ARTICO
2008	RS	PASSO DO SOBRADO	PT	CARLOS GILBERTO BAIERLE
1996	MG	TURMALINA	PSDB	MESSIAS EUSTAQUIO FARIA
2004	RN	RUY BARBOSA	PMDB	MARIA TARGINO DA SILVA
2012	RN	RIACHUELO	PSB	MARA LOURDES CAVALCANTI
2000	CE	CASCAVEL	PSD	EDUARDO FLORENTINO RIBEIRO
2000	MG	LAGOA SANTA	PMDB	GENESCO APARECIDO DE OLIVEIRA JUNIOR
2000	RS	BOA VISTA DO CADEADO	PP	NEOLANGE CULAU BRAND?O
2000	SP	BRODOWSKI	PTB	ANTONIO JOSê FABBRI
1996	PR	SAO CARLOS DO IVAI	PL	FIORI ANTONIO TESSARO
2004	PR	WENCESLAU BRAZ	PSDB	CRIST?VAM ANDRAUS JUNIOR
2012	PR	VIRMOND	PR	LENITA ORZECHOVSKI MIERZVA
2000	SP	SARAPUI	PSDB	JOSê LUIZ HOLTZ
1996	GO	ALTO PARAISO	PMDB	JAIR PEREIRA BARBOSA
1996	RS	MOSTARDAS	PDT	DOMINGOS ANTONIO TADEU DA SILVA TERRA
2000	MA	SITIO NOVO	PSD	CLIDENOR SIMOES PLACIDO FILHO
2004	MA	TURIACU	PDT	JOAQUIM UMBELINO RIBEIRO
2004	SP	ALFREDO MARCONDES	PTB	ODILO PAVANELO TUMITAN
2012	MA	S?O ROBERTO	PTB	JERRY ADRIANY RODRIGUES NASCIMENTO
2012	SP	ARANDU	PR	LUIZ CARLOS DA COSTA
2000	PA	ACARA	PP	FRANCISCA MARTINS OLIVEIRA E SILVA
2004	SP	NOVA EUROPA	PSDB	SEBASTI?O SANTO CACHETA
2008	SP	S?O JOAQUIM DA BARRA	PT	MARIA HELENA BORGES VANNUCHI
2008	SP	TABATINGA	PSB	JOSê LUIZ QUARTEIRO
2012	SP	?LEO	PSD	JORD?O ANTONIO VIDOTTO
2000	PB	CAJAZEIRINHAS	PMDB	CRISTOVAO AMARO DA SILVA
2004	MG	ATALEIA	PSB	JO?O BATISTA DA SILVA
2012	MG	ANT?NIO DIAS	PMDB	JOSê CARLOS DE ASSIS
2000	TO	SANTA MARIA DO TOCANTINS	PMDB	AGNALDO SOARES BOTELHO
1996	TO	SANTA MARIA DO TOCANTINS	PMDB	SALVADOR PINHEIRO
2004	PB	CATINGUEIRA	PL	JOSê EDIVAN FêLIX
2004	PR	JUNDIAI DO SUL	PFL	JOEL MARCIANO RAUBER
2012	PB	CONGO	PDT	ROMUALDO ANTONIO QUIRINO DE SOUSA
2012	PR	JAGUAPIT?	PSDB	CIRO BRASIL RODRIGUES DE OLIVEIRA E SILVA
2004	SC	FORMOSA DO SUL	PMDB	ANESTOR ANTONIO SIMONATO
2008	CE	ITAREMA	PMDB	MARCOS ROBERIO RIBEIRO MONTEIRO
2008	PR	GRANDES RIOS	DEM	SILVIO DAINEIS FILHO
2012	SC	FREI ROGêRIO	PMDB	OSNY BATISTA ALBERTON
2000	MS	SANTA RITA DO PARDO	PDT	ANT?NIO ARCANJO DOS SANTOS
1996	ES	VARGEM ALTA	PSB	GILSON TOFANO
1996	GO	GOIAS	PSD	ADELIO ALVES DE AGUIAR
2000	BA	PARAMIRIM	PTB	JULIO BERNARDO BRITO VIEIRA BITTENCOURT
2000	BA	SANTANOPOLIS	PP	M?RIO PAULO FERNANDES RIBEIRO
2000	RS	SALDANHA MARINHO	PP	GLADEMIR AROLDI
2004	SP	GUAPIACU	PSDB	ALCIDES BEGA
2012	SP	GAST?O VIDIGAL	PSB	CARLOS NEY DE CASTILHO
1996	AL	PAULO JACINTO	PSD	ELMA SALES COSTA
2000	SC	ARAQUARI	PFL	Francisco Airton Garcia
2004	SP	PEDRA BELA	PSDB	JOSE RONALDO LEME
2004	TO	BREJINHO DE NAZARE	PL	MIYUKI  HYASHIDA
2012	SP	PILAR DO SUL	PSDB	JANETE PEDRINA DE CARVALHO PAES
2012	TO	ITAPIRATINS	PR	MARCIO PINHEIRO RODRIGUES
2000	MG	JACINTO	PP	ADELSON GONÄALVES SILVA
2008	MA	ESPERANTIN?POLIS	PDT	M?RIO JORGE SILVA CARNEIRO
2008	RN	S?O BENTO DO NORTE	PR	LUIZ LUCAS ALVES JUNIOR
2008	SP	IBIR?	PR	NIVALDO DOMINGOS NEGR?O
2000	SC	SEARA	PP	Flavio Ragagnin
2000	GO	MAIRIPOTABA	PSDB	EDVALDO IN?CIO FERREIRA
2000	AM	APUI	PMDB	ANTONIO ROQUE LONGO
2000	SC	ZORTEA	PMDB	Alcides Mantovani
2004	MT	JACIARA	PL	MAX JOEL RUSSI
2012	MT	JUSCIMEIRA	PSD	VALDECIR LUIZ COLLE
2000	PE	SIRINHAEM	PSDB	JOSê HILDO HACKER
2000	SC	DONA EMMA	PFL	Elimar Eltermann
2000	PB	ALCANTIL	PMDB	CARLOS MARQUES CASTRO JUNIOR
2000	PI	CABECEIRAS DO PIAUI	PFL	JOSê ARIMATêA VELOSO MACHADO
2000	PA	CHAVES	PMDB	UBIRATAN DE ALMEIDA BARBOSA
2000	PR	RANCHO ALEGRE D'OESTE	PSDB	VALDINEI JOSê PELOI
1996	RS	ERNESTINA	PDT	JAIME GON
1996	PR	INDIANOPOLIS	PDT	MANUEL DE ORNELAS
1996	RS	COTIPORA	PMDB	DALMO LUIZ SCUSSEL
2004	MG	URUCUIA	PMN	RUTILIO EUGENIO CAVALCANTI FILHO
2012	MG	VIEIRAS	PT	WALDINEI CHICARELI DE ANDRADE
1996	AL	SENADOR RUI PALMEIRA	PSC	MARIO CESAR VIEIRA
2000	BA	PRADO	PSDB	WILSON ALVES DE BRITO FILHO
2000	RS	PINHAL GRANDE	PDT	SAULO JO?O GARLET
2000	SP	PALESTINA	PMDB	UGILTON CESAR DE MORAES GARCIA
2000	BA	SAO FELIX	PL	JOSE ANTONIO RODRIGUES ALVES
2008	RS	DOUTOR RICARDO	PMDB	NILTON DA SILVA ROLANTE
1996	MG	DOM VICOSO	PMDB	JOSE CARLOS DE ALMEIDA SOUZA
1996	PE	QUIPAPA	PRTB	DJALMA CORREIA DE LIMA
1996	PI	LAGOA DE SAO FRANCISCO	PFL	JOAO RODRIGUES DO NASCIMENTO
2004	PR	CARAMBEI	PSDB	OSMAR RICKLI
2012	PR	CAPANEMA	PSDB	LINDAMIR MARIA DE LARA DENARDIN
1996	MG	COIMBRA	PDT	NATALINO PEREIRA DE ANDRADE
